onet_soc_code	occupation_title	description	alternate_title
55-1015.00	n/a	n/a	Aoc Operations - Combat Search And Rescue Chief
55-1015.00	n/a	n/a	Aoc Operations - Combat Search And Rescue Officer
55-1015.00	n/a	n/a	Aoc Operations - Defensive Operations Officer
55-1015.00	n/a	n/a	Aoc Operations - Intelligence Chief
55-1015.00	n/a	n/a	Aoc Operations - Intelligence Officer
55-1015.00	n/a	n/a	Aoc Operations - Naval And Amphibious Liaison Element Afloat Planning Liaison
55-1015.00	n/a	n/a	Aoc Operations - Naval And Amphibious Liaison Element Member
55-1015.00	n/a	n/a	Aoc Operations - Offensive Operations Officer
55-1015.00	n/a	n/a	Aoc Operations - Special Operations Chief
55-1015.00	n/a	n/a	Aoc Operations - Special Operations Officer
55-1015.00	n/a	n/a	Aoc Operations - Time Sensitive / Critical Targeting Officer
55-1015.00	n/a	n/a	Aoc Operations - Time Sensitive / Critical Targeting Officer Chief
55-1015.00	n/a	n/a	Aoc Plans - Air Task Order / Air Control Order Production Officer
55-1015.00	n/a	n/a	Aoc Plans - Guidance Apportionment And Targeting Officer
55-1015.00	n/a	n/a	Aoc Plans - Guidance Apportionment And Targeting Officer Chief
55-1015.00	n/a	n/a	Aoc Plans - Intelligence Officer
55-1015.00	n/a	n/a	Aoc Plans - Intelligence Officer Chief
55-1015.00	n/a	n/a	Aoc Plans - Master Air Attack Planning Assistant Chief
55-1015.00	n/a	n/a	Aoc Plans - Master Air Attack Planning Chief
55-1015.00	n/a	n/a	Aoc Plans - Master Air Attack Planning Officer
55-1015.00	n/a	n/a	Aoc Strategy Plans And Operational Assessment Officer
55-1015.00	n/a	n/a	Aoc Strategy Plans And Operational Assessment Officer Chief
55-1015.00	n/a	n/a	C4 Planner
55-1015.00	n/a	n/a	Carrier Airborne Combat Information Center Officer
55-1015.00	n/a	n/a	Combat Control
55-1015.00	n/a	n/a	Combat Information Center Officer
55-1015.00	n/a	n/a	Combat Systems Officer
55-1015.00	n/a	n/a	Command And Control
55-1015.00	n/a	n/a	Command And Control Officer
55-1015.00	n/a	n/a	Command And Control Systems Integrator
55-1015.00	n/a	n/a	Command, Control, Communications, Computers And Intelligence (C4i) Officer
55-1015.00	n/a	n/a	Force Deployment Planning And Execution Officer
55-1015.00	n/a	n/a	Forward Air Controller/Air Officer
55-1015.00	n/a	n/a	Information Management Officer
55-1015.00	n/a	n/a	Joint Terminal Attack Controller
55-1015.00	n/a	n/a	Marine Air Ground Task Force (Magtf) Planners
55-1015.00	n/a	n/a	Military Analyst
55-1015.00	n/a	n/a	Naval Tactical Data System--Combat Information Center Officer
55-1015.00	n/a	n/a	Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller
55-1015.00	n/a	n/a	Naval Tactical Data System--Combat Information Center Watch Officer, General
55-1015.00	n/a	n/a	Offshore Control And Surveillance System Officer
55-1015.00	n/a	n/a	Operations Control Center Briefing Officer
55-1015.00	n/a	n/a	Operations Officer, Afloat (Naval Tactical Data Systems)
55-1015.00	n/a	n/a	Operations Systems Specialist
55-1015.00	n/a	n/a	Relocatable Over-The-Horizon Radar Watch Officer
55-1015.00	n/a	n/a	Senior Air Director (Sad)
55-1015.00	n/a	n/a	Staff Combat Information Center Officer
55-1015.00	n/a	n/a	Staff Command And Control Officer
55-1015.00	n/a	n/a	Staff Electronic Warfare Officer
55-1015.00	n/a	n/a	Staff Operations Command Center Watch Officer
55-1015.00	n/a	n/a	Staff Readiness Officer (Combat Information Center)
55-1015.00	n/a	n/a	Strategist
55-1015.00	n/a	n/a	Surveillance Sensor Officer
55-1016.00	Infantry Officers	Direct, train, and lead infantry units in ground combat operations. Duties include directing deployment of infantry weapons, vehicles, and equipment; directing location, construction, and camouflage of infantry positions and equipment; managing field communications operations; coordinating with armor, artillery, and air support units; performing strategic and tactical planning, including battle plan development; and leading basic reconnaissance operations.	n/a
55-1016.00	n/a	n/a	Infantry Officer
55-1016.00	n/a	n/a	Infantry Unit Leader
55-1016.00	n/a	n/a	Infantry Weapons Officer
55-1017.00	Special Forces Officers	Lead elite teams that implement unconventional operations by air, land, or sea during combat or peacetime. These activities include offensive raids, demolitions, reconnaissance, search and rescue, and counterterrorism. In addition to their combat training, special forces officers often have specialized training in swimming, diving, parachuting, survival, emergency medicine, and foreign languages. Duties include directing advanced reconnaissance operations and evaluating intelligence information; recruiting, training, and equipping friendly forces; leading raids and invasions on enemy territories; training personnel to implement individual missions and contingency plans; performing strategic and tactical planning for politically sensitive missions; and operating sophisticated communications equipment.	n/a
55-1017.00	n/a	n/a	Advanced Seal Delivery System
55-1017.00	n/a	n/a	Combatant Diver Officer
55-1017.00	n/a	n/a	Combatant Diver Qualified (Officer)
55-1017.00	n/a	n/a	Commanding Officer, Special Warfare Team
55-1017.00	n/a	n/a	Control And Recovery, Combat Rescue
55-1017.00	n/a	n/a	Control And Recovery, Special Tactics
55-1017.00	n/a	n/a	Executive Officer, Special Warfare Team
55-1017.00	n/a	n/a	Parachute/Combatant Diver Officer
55-1017.00	n/a	n/a	Parachutist/Combatant Diver Qualified (Officer)
55-1017.00	n/a	n/a	Sea-Air-Land Officer
55-1017.00	n/a	n/a	Seal Delivery Vehicle Officer
55-1017.00	n/a	n/a	Special Forces Officer
55-1017.00	n/a	n/a	Special Forces Warrant Officer
55-1017.00	n/a	n/a	Special Weapons Unit Officer
55-1019.00	Military Officer Special and Tactical Operations Leaders, All Other	All military officer special and tactical operations leaders not listed separately.	n/a
55-1019.00	n/a	n/a	Advanced Foreign Counterintelligence Officer (Afco)
55-1019.00	n/a	n/a	Advanced Military Source Operations Officer (Amsoo)
55-1019.00	n/a	n/a	Air Antisubmarine Officer
55-1019.00	n/a	n/a	Air Boatswain
55-1019.00	n/a	n/a	Air Intelligence Officer
55-1019.00	n/a	n/a	All Source Intelligence
55-1019.00	n/a	n/a	All Source Intelligence Technician
55-1019.00	n/a	n/a	Amphibious Operations Officer
55-1019.00	n/a	n/a	Antisubmarine Warfare Intelligence Officer
55-1019.00	n/a	n/a	Antisubmarine Weapons Officer
55-1019.00	n/a	n/a	Area Intelligence Technician
55-1019.00	n/a	n/a	Army Officer
55-1019.00	n/a	n/a	Aviation All-Source Intelligence
55-1019.00	n/a	n/a	Aviation Ordnance Officer
55-1019.00	n/a	n/a	Aviation Tactical Readiness Officer
55-1019.00	n/a	n/a	Chemical Munitions And Materiel Management
55-1019.00	n/a	n/a	Chemical Operations And Training
55-1019.00	n/a	n/a	Chemical, Biological, Radiological, And Nuclear (CBRN) Officer
55-1019.00	n/a	n/a	Coastal/Harbor Defense Officer
55-1019.00	n/a	n/a	Combat Engineer
55-1019.00	n/a	n/a	Communications Interceptor/Locator Technician
55-1019.00	n/a	n/a	Counter Intelligence
55-1019.00	n/a	n/a	Counter Intelligence Agent
55-1019.00	n/a	n/a	Counter-Intelligence Technician
55-1019.00	n/a	n/a	Counterintelligence (Ci)/Human Source Intelligence (Humint) Officer
55-1019.00	n/a	n/a	Counterintelligence Officer/Human Source Intelligence (Ci/Humint) Officer
55-1019.00	n/a	n/a	Counterintelligence Officer/Human Source Intelligence (Ci/Humint) Operations Officer
55-1019.00	n/a	n/a	Cryptologic Digital Network Technician/Analyst
55-1019.00	n/a	n/a	Cryptologic Digital Network Technician/Analyst (Officer)
55-1019.00	n/a	n/a	Electronic Intelligence Officer
55-1019.00	n/a	n/a	Electronic Warfare Officer
55-1019.00	n/a	n/a	Electronic Warfare Technician
55-1019.00	n/a	n/a	Emanations Analysis Technician
55-1019.00	n/a	n/a	Emitter Location/Identification Technician
55-1019.00	n/a	n/a	Geographic Area Intelligence Officer
55-1019.00	n/a	n/a	Ground Intelligence Officer
55-1019.00	n/a	n/a	Gunnery/Ordnance Officer
55-1019.00	n/a	n/a	Human Intelligence
55-1019.00	n/a	n/a	Human Intelligence Collection Technician
55-1019.00	n/a	n/a	Imagery Intelligence
55-1019.00	n/a	n/a	Inshore Undersea Warfare Officer
55-1019.00	n/a	n/a	Intelligence
55-1019.00	n/a	n/a	Intelligence Officer
55-1019.00	n/a	n/a	Intelligence Officer, Basic
55-1019.00	n/a	n/a	Intelligence Support Officer
55-1019.00	n/a	n/a	Intelligence, Applications
55-1019.00	n/a	n/a	Intelligence, Mapping, Charting, And Geodesy
55-1019.00	n/a	n/a	Intelligence, Operations
55-1019.00	n/a	n/a	Joint Strategic Plans And Policy Officer
55-1019.00	n/a	n/a	Marine Air/Ground Task Force (Magtf) Intelligence Officer
55-1019.00	n/a	n/a	Military Analyst
55-1019.00	n/a	n/a	Military Source Operations Officer (Msoo)
55-1019.00	n/a	n/a	Minesweeping Officer
55-1019.00	n/a	n/a	Mission Commander
55-1019.00	n/a	n/a	Multisensor Intelligence Officer
55-1019.00	n/a	n/a	Naval Gunfire Liaison Officer
55-1019.00	n/a	n/a	Navy Airspace Officer
55-1019.00	n/a	n/a	Navy Seal
55-1019.00	n/a	n/a	Non-Morse Intercept Technician
55-1019.00	n/a	n/a	Officer In Charge, Aviation Unit Or Detachment
55-1019.00	n/a	n/a	Officer In Charge/Assistant Officer In Charge, Combat Service Support Team
55-1019.00	n/a	n/a	Operational Intelligence Officer (Analyst)
55-1019.00	n/a	n/a	Operational Intelligence Officer (General)
55-1019.00	n/a	n/a	Operational Intelligence Officer (Management)
55-1019.00	n/a	n/a	Parachute Officer
55-1019.00	n/a	n/a	Parachutist (Officer)
55-1019.00	n/a	n/a	Photographic Intelligence Officer
55-1019.00	n/a	n/a	Psychological Operations
55-1019.00	n/a	n/a	Psychological Operations Officer
55-1019.00	n/a	n/a	Psychological Operations Or Civil Affairs
55-1019.00	n/a	n/a	Senior All-Source Intelligence Analysis Officer
55-1019.00	n/a	n/a	Ship's Electronic Warfare Officer
55-1019.00	n/a	n/a	Signal Intelligence/Electronic Warfare
55-1019.00	n/a	n/a	Signal Intelligence/Ground Electronic Warfare Officer
55-1019.00	n/a	n/a	Signals Collection Technician
55-1019.00	n/a	n/a	Signals Intelligence Analysis Technician
55-1019.00	n/a	n/a	Signals Intelligence/Electronics Warfare Officer
55-1019.00	n/a	n/a	Space And Missile Operations
55-1019.00	n/a	n/a	Space And Missile Operations, Missile Combat Crew
55-1019.00	n/a	n/a	Space And Missile Operations, Satellite Command And Control
55-1019.00	n/a	n/a	Space And Missile Operations, Space Surveillance
55-1019.00	n/a	n/a	Space And Missile Operations, Space Warning
55-1019.00	n/a	n/a	Space And Missile Operations, Spacelift
55-1019.00	n/a	n/a	Space And Missile Operations, Tactical Airlift
55-1019.00	n/a	n/a	Space Operations
55-1019.00	n/a	n/a	Special Technical Operations Officer
55-1019.00	n/a	n/a	Staff Air Defense Officer
55-1019.00	n/a	n/a	Staff Air Tactical Officer
55-1019.00	n/a	n/a	Staff Antisubmarine Officer
55-1019.00	n/a	n/a	Staff Mine Warfare Officer
55-1019.00	n/a	n/a	Staff Nuclear Weapons Officer
55-1019.00	n/a	n/a	Staff Readiness Officer (Amphibious Warfare)
55-1019.00	n/a	n/a	Staff Readiness Officer (Antisubmarine Warfare)
55-1019.00	n/a	n/a	Staff Readiness Officer (Electronic Warfare)
55-1019.00	n/a	n/a	Staff Readiness Officer (Submarine Warfare)
55-1019.00	n/a	n/a	Staff Submarine Warfare Officer
55-1019.00	n/a	n/a	Staff Weapons Officer
55-1019.00	n/a	n/a	Strategic Debriefing Officer (Sdo)
55-1019.00	n/a	n/a	Strategic Intelligence Officer
55-1019.00	n/a	n/a	Strike Operations Officer
55-1019.00	n/a	n/a	Submarine Advisory Team Watch Officer
55-1019.00	n/a	n/a	Submarine Element Coordinator
55-1019.00	n/a	n/a	Tactical Debriefer (Td) Officer
55-1019.00	n/a	n/a	Tactical Deception Plans Officer
55-1019.00	n/a	n/a	Tactical Intelligence Officer
55-1019.00	n/a	n/a	Tactical Unmanned Aerial Vehicle (Tuav) Operations Technician
55-1019.00	n/a	n/a	Target Aircraft Controller
55-1019.00	n/a	n/a	Technical Surveillance Countermeasures Trained Counterintelligence/Human Source Intelligence Officer
55-1019.00	n/a	n/a	Traffic Analysis Technician
55-1019.00	n/a	n/a	Unmanned Aerial Vehicle (Tuav) Operations Technician
55-1019.00	n/a	n/a	Vertical Takeoff Unmanned Aerial Vehicle Officer
55-1019.00	n/a	n/a	Voice Intercept Technician
55-1019.00	n/a	n/a	Weapons
55-1019.00	n/a	n/a	Weapons And Tactics Instructor-Air Control
55-2011.00	First-Line Supervisors of Air Crew Members	Supervise and coordinate the activities of air crew members. Supervisors may also perform the same activities as the workers they supervise.	n/a
55-2011.00	n/a	n/a	Airborne Mission Systems Superintendent
55-2011.00	n/a	n/a	Airborne Operations Manager
55-2011.00	n/a	n/a	Airborne Operations Superintendent
55-2011.00	n/a	n/a	Aircraft Loadmaster Superintendent
55-2011.00	n/a	n/a	C-40a Crew Chief
55-2011.00	n/a	n/a	Flight Engineer Manager
55-2011.00	n/a	n/a	In-Flight Refueling Manager
55-2012.00	First-Line Supervisors of Weapons Specialists/Crew Members	Supervise and coordinate the activities of weapons specialists/crew members. Supervisors may also perform the same activities as the workers they supervise.	n/a
55-2012.00	n/a	n/a	Aerial Gunner, Superintendent
55-2012.00	n/a	n/a	Air Defense Artillery Senior Sergeant
55-2012.00	n/a	n/a	Airborne Weapons Technical Manager
55-2012.00	n/a	n/a	Armament Weapons Support Equipment (Aswe) Maintenance Manager
55-2012.00	n/a	n/a	Armor Senior Sergeant
55-2012.00	n/a	n/a	Field Artillery Senior Sergeant
55-2012.00	n/a	n/a	Infantry Unit Leader
55-2012.00	n/a	n/a	Over The Horizon-Targeting (Oth-T) Supervisor
55-2013.00	First-Line Supervisors of All Other Tactical Operations Specialists	Supervise and coordinate the activities of all other tactical operations specialists not classified separately above. Supervisors may also perform the same activities as the workers they supervise.	n/a
55-2013.00	n/a	n/a	Aerospace Control And Warning Systems Superintendent
55-2013.00	n/a	n/a	Afloat Cryptologic Manager
55-2013.00	n/a	n/a	Air Operations Manager
55-2013.00	n/a	n/a	Aviation Resource Management Superintendent
55-2013.00	n/a	n/a	Chief Counterintelligence/Human Intelligence Sergeant
55-2013.00	n/a	n/a	Combat Control Manager
55-2013.00	n/a	n/a	Command Post Superintendent
55-2013.00	n/a	n/a	Communication Signals Intelligence Superintendent
55-2013.00	n/a	n/a	Counterintelligence/Human Intelligence, Senior Sergeant
55-2013.00	n/a	n/a	Cryptologic Supervisor
55-2013.00	n/a	n/a	Electronic Signals Intelligence Exploitation Manager
55-2013.00	n/a	n/a	Electronic Systems Security Assessment Superintendent
55-2013.00	n/a	n/a	Infantry Senior Sergeant
55-2013.00	n/a	n/a	Intelligence Chief
55-2013.00	n/a	n/a	Intelligence Manager
55-2013.00	n/a	n/a	Intelligence Senior Sergeant
55-2013.00	n/a	n/a	Intelligence Senior Sergeant/Chief Intelligence Sergeant
55-2013.00	n/a	n/a	Interface Control Officer (Ico)
55-2013.00	n/a	n/a	Network Intelligence Analyst Superintendent
55-2013.00	n/a	n/a	Operational Communication Chief
55-2013.00	n/a	n/a	Operations Intelligence Superintendent
55-2013.00	n/a	n/a	Senior Enlisted Damage Control Program Management And Training Specialist
55-2013.00	n/a	n/a	Senior Naval Parachutist
55-2013.00	n/a	n/a	Signals Intelligence (Electronic Warfare) Senior Sergeant/Chief
55-2013.00	n/a	n/a	Signals Intelligence (Sigint) Senior Sergeant/Sigint Chief
55-2013.00	n/a	n/a	Signals Intelligence Analysis Manager
55-2013.00	n/a	n/a	Signals Intelligence Superintendent
55-2013.00	n/a	n/a	Signals Intelligence/Electronic Warfare Chief
55-2013.00	n/a	n/a	Space Systems Operations Manager
55-2013.00	n/a	n/a	Space Systems Operations Superintendent
55-2013.00	n/a	n/a	Special Forces Senior Sergeant
55-2013.00	n/a	n/a	Supervisory Air Intercept Controller
55-2013.00	n/a	n/a	Surface Ship USW Supervisor
55-2013.00	n/a	n/a	Tactical Air Control Party (Tacp) Manager
55-2013.00	n/a	n/a	Tactical/Mobile (Tacmobile) Watch Officer
55-3011.00	Air Crew Members	Perform in-flight duties to ensure the successful completion of combat, reconnaissance, transport, and search and rescue missions. Duties include operating aircraft communications and detection equipment, including establishing satellite linkages and jamming enemy communications capabilities; conducting pre-flight, in-flight, and post-flight inspections of onboard equipment; operating and maintaining aircraft weapons and defensive systems; operating and maintaining aircraft in-flight refueling systems; executing aircraft safety and emergency procedures; computing and verifying passenger, cargo, fuel, and emergency and special equipment weight and balance data; and conducting cargo and personnel drops.	n/a
55-3011.00	n/a	n/a	Acoustic Sensor Operator
55-3011.00	n/a	n/a	Aerial Gunner
55-3011.00	n/a	n/a	Airborne And Air Delivery Specialist
55-3011.00	n/a	n/a	Airborne Battle Management Systems, Weapons Director
55-3011.00	n/a	n/a	Airborne Mine Countermeasures (Amcm) Aircrewman
55-3011.00	n/a	n/a	Airborne Mission Systems
55-3011.00	n/a	n/a	Airborne Missions Systems
55-3011.00	n/a	n/a	Airborne Operations
55-3011.00	n/a	n/a	Airborne Radio Operator/In-Flight Refueling Observer/Loadmaster
55-3011.00	n/a	n/a	Airman
55-3011.00	n/a	n/a	Aviation Antisubmarine Warfare Technician
55-3011.00	n/a	n/a	Aviation Electronic Warfare Operator
55-3011.00	n/a	n/a	Aviation Warfare Systems Operator (Acoustic)
55-3011.00	n/a	n/a	Aviation Warfare Systems Operator (Helicopter)
55-3011.00	n/a	n/a	Aviation Warfare Systems Operator (Non-Acoustic)
55-3011.00	n/a	n/a	Communications Operator
55-3011.00	n/a	n/a	Crew Chief
55-3011.00	n/a	n/a	Cryptologic Technician Operator/Analyst
55-3011.00	n/a	n/a	Electronic Warfare Operational Intelligence Crewman
55-3011.00	n/a	n/a	Electronic Warfare Operator
55-3011.00	n/a	n/a	Enlisted Aircrew/Aerial Observer/Gunner
55-3011.00	n/a	n/a	Fixed-Wing Aircraft Crew Chief
55-3011.00	n/a	n/a	Fixed-Wing Aircraft Flight Engineer
55-3011.00	n/a	n/a	Fixed-Wing Aircraft Flight Mechanic
55-3011.00	n/a	n/a	Fixed-Wing Transport Aircraft Specialist
55-3011.00	n/a	n/a	Flight Communications Operator
55-3011.00	n/a	n/a	Flight Crew Ordnanceman
55-3011.00	n/a	n/a	Flight Engineer
55-3011.00	n/a	n/a	Flight Engineer, Helicopter
55-3011.00	n/a	n/a	Flight Engineer, Performance Qualified
55-3011.00	n/a	n/a	Helicopter Crew Chief
55-3011.00	n/a	n/a	Helicopter Search And Rescue Aircrew Swimmer
55-3011.00	n/a	n/a	Helicopter Specialist
55-3011.00	n/a	n/a	Helicopter Utility Aircrewman
55-3011.00	n/a	n/a	In-Flight Refueling Craftsman
55-3011.00	n/a	n/a	In-Flight Technician
55-3011.00	n/a	n/a	Multi-Mission Helicopter Aircrewman
55-3011.00	n/a	n/a	Multi-Sensor Operator
55-3011.00	n/a	n/a	Naval Aircrewman
55-3011.00	n/a	n/a	Naval Aircrewman (Special Assignment)
55-3011.00	n/a	n/a	Naval Aircrewman Avionics
55-3011.00	n/a	n/a	Naval Aircrewman Helicopter
55-3011.00	n/a	n/a	Naval Aircrewman Mechanical
55-3011.00	n/a	n/a	Naval Aircrewman Operator
55-3011.00	n/a	n/a	Naval Aircrewman Tactical Helicopter
55-3011.00	n/a	n/a	Non-Acoustic Operator
55-3011.00	n/a	n/a	Presidential Helicopter Crew Chief
55-3011.00	n/a	n/a	Reel System Operator
55-3011.00	n/a	n/a	Tiltrotor Crew Chief
55-3011.00	n/a	n/a	Transport Aircrewman
55-3011.00	n/a	n/a	Utility Aircrewman
55-3011.00	n/a	n/a	Vertical Takeoff Unmanned Aerial Vehicle Specialist
55-3011.00	n/a	n/a	Weapons And Tactics Instructor
55-3012.00	Aircraft Launch and Recovery Specialists	Operate and maintain catapults, arresting gear, and associated mechanical, hydraulic, and control systems involved primarily in aircraft carrier takeoff and landing operations. Duties include installing and maintaining visual landing aids; testing and maintaining launch and recovery equipment using electric and mechanical test equipment and hand tools; activating airfield arresting systems, such as crash barriers and cables, during emergency landing situations; directing aircraft launch and recovery operations using hand or light signals; and maintaining logs of airplane launches, recoveries, and equipment maintenance.	n/a
55-3012.00	n/a	n/a	Aircraft Launch And Recovery Equipment Maintenance Technician
55-3012.00	n/a	n/a	Aircraft Launch and Recovery Technician
55-3012.00	n/a	n/a	Arresting Gear Operator
55-3012.00	n/a	n/a	Aviation Boatswain's Mate
55-3012.00	n/a	n/a	Aviation Boatswain's Mate, Launching & Recovery Equipment
55-3012.00	n/a	n/a	C-13 Catapult Operator
55-3012.00	n/a	n/a	Expeditionary Airfield Systems Technician
55-3013.00	Armored Assault Vehicle Crew Members	Operate tanks, light armor, and amphibious assault vehicles during combat situations on land or in aquatic environments. Duties include driving armored vehicles which require specialized training; operating and maintaining targeting and firing systems; operating and maintaining advanced onboard communications and navigation equipment; transporting personnel and equipment in a combat environment; and operating and maintaining auxiliary weapons, including machine guns and grenade launchers.	n/a
55-3013.00	n/a	n/a	Armor Reconnaissance Vehicle Crewman
55-3013.00	n/a	n/a	Armor Reconnaissance Vehicle Driver
55-3013.00	n/a	n/a	Assault Amphibious Vehicle (Aav) Crewman
55-3013.00	n/a	n/a	Assault Boat Coxswain
55-3013.00	n/a	n/a	Bradley Linebacker Crewmember
55-3013.00	n/a	n/a	Cavalry Scout
55-3013.00	n/a	n/a	Expeditionary Fighting Vehicle (Efv) Crewman
